inventory_price_id,offer_description,offer_percent,offer_quantity,offers,unit_price,order_id,inventory_id,offer_expiry_date
413,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,72.07,,No,36.86,413,413,7/21/2019
414,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,75.83,,No,49.13,414,414,10/20/2019
415,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,59.3,,No,56.36,415,415,12/6/2019
416,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,57.82,,Yes,49.75,416,416,5/17/2019
417,porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,1.91,,Yes,51.01,417,417,7/7/2019
418,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,4.6,,No,37.32,418,418,7/22/2019
419,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,0.44,,Yes,41.29,419,419,8/11/2019
420,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,60.2,,Yes,40.87,420,420,12/29/2019
421,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,34.21,,No,38.81,421,421,9/30/2019
422,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,44.93,,No,43.81,422,422,9/1/2019
423,praesent blandit nam nulla integer pede justo lacinia eget tincidunt,51.69,,Yes,58.29,423,423,5/24/2019
424,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,73.13,,No,51.24,424,424,12/16/2019
425,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,65.65,,No,44.81,425,425,8/3/2019
426,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,9.79,,No,38.66,426,426,7/23/2019
427,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,52.32,,No,42.55,427,427,6/2/2019
428,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,78.67,,No,51.97,428,428,5/24/2019
429,eleifend pede libero quis orci nullam molestie nibh in lectus,69.34,,No,44.18,429,429,10/4/2019
430,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,5.79,,Yes,55.62,430,430,8/3/2019
431,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,26.14,,Yes,64.91,431,431,8/6/2019
432,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,35.87,,Yes,60.07,432,432,10/12/2019
433,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,22.33,,No,41.48,433,433,8/15/2019
434,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,16.51,,Yes,43.18,434,434,8/12/2019
435,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non,36.46,,Yes,60.43,435,435,6/7/2019
436,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,23.61,,Yes,54.45,436,436,12/6/2019
437,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum,71.69,,Yes,48.37,437,437,9/2/2019
438,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,58.35,,Yes,41.63,438,438,11/21/2019
439,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,51.31,,Yes,32.46,439,439,9/26/2019
440,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,35.3,,Yes,50.54,440,440,7/29/2019
441,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,34.57,,No,59.14,441,441,9/10/2019
442,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,59.68,,No,64.2,442,442,8/9/2019
443,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,62.26,,No,49.86,443,443,7/27/2019
444,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,10.46,,No,47.87,444,444,10/7/2019
445,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse,14.13,,Yes,48.78,445,445,5/8/2019
446,turpis enim blandit mi in porttitor pede justo eu massa,13.48,,Yes,59.2,446,446,7/22/2019
447,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus,9.75,,Yes,54.64,447,447,12/12/2019
448,amet justo morbi ut odio cras mi pede malesuada in imperdiet,8.94,,Yes,56.34,448,448,8/29/2019
449,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,21.36,,No,49.5,449,449,7/13/2019
450,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,32.15,,No,30.29,450,450,5/14/2019
451,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non,57.92,,Yes,62.4,451,451,8/8/2019
452,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,37.36,,No,33.79,452,452,5/4/2019
453,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,11.36,,Yes,44.51,453,453,9/22/2019
454,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,54.92,,Yes,55.43,454,454,7/30/2019
455,mi nulla ac enim in tempor turpis nec euismod scelerisque quam,2.15,,No,66.06,455,455,10/7/2019
456,quam sapien varius ut blandit non interdum in ante vestibulum,39.39,,No,58.47,456,456,10/25/2019
457,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,9.6,,No,61.52,457,457,8/10/2019
458,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,69.72,,No,48.68,458,458,11/1/2019
459,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,67.69,,Yes,51.45,459,459,7/1/2019
460,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,36.47,,No,35.77,460,460,9/2/2019
461,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl,76.76,,Yes,48.93,461,461,8/13/2019
462,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,35.5,,Yes,55.38,462,462,11/1/2019
463,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,33.64,,Yes,34.83,463,463,9/13/2019
464,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,63.48,,Yes,41.1,464,464,9/22/2019
465,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,19.73,,Yes,43.01,465,465,12/28/2019
466,tellus in sagittis dui vel nisl duis ac nibh fusce lacus,63.44,,No,35.94,466,466,10/29/2019
467,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,57.38,,Yes,46.03,467,467,5/4/2019
468,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,11.89,,Yes,54.26,468,468,12/12/2019
469,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,69.5,,Yes,42.7,469,469,9/8/2019
470,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,26.5,,Yes,48.73,470,470,9/3/2019
471,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,4.41,,Yes,37.54,471,471,11/10/2019
472,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat,2.57,,No,64.1,472,472,10/22/2019
473,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,49.91,,No,39.75,473,473,8/4/2019
474,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,57.29,,No,62.52,474,474,7/27/2019
475,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,59.23,,No,35.93,475,475,9/21/2019
476,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,0.96,,No,54.73,476,476,8/30/2019
477,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,69.01,,No,53.13,477,477,6/24/2019
478,diam cras pellentesque volutpat dui maecenas tristique est et tempus,66.02,,Yes,54.06,478,478,10/11/2019
479,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,74.21,,No,53.68,479,479,8/9/2019
480,sed nisl nunc rhoncus dui vel sem sed sagittis nam,77.71,,Yes,45.94,480,480,10/10/2019
481,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,75.93,,Yes,56.01,481,481,5/24/2019
482,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,45.13,,Yes,42.41,482,482,12/27/2019
483,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium,40.31,,Yes,50.01,483,483,6/11/2019
484,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,43.54,,Yes,54.58,484,484,8/15/2019
485,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,74.63,,No,45.13,485,485,5/4/2019
486,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,61.6,,Yes,43.94,486,486,7/1/2019
487,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,56.58,,Yes,42.68,487,487,7/14/2019
488,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce,33.4,,No,65.85,488,488,12/26/2019
489,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,38.67,,Yes,43.77,489,489,9/4/2019
490,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,27.29,,Yes,62.48,490,490,7/7/2019
491,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,49.38,,Yes,55.37,491,491,10/26/2019
492,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,60.55,,Yes,36.48,492,492,5/24/2019
493,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,14.14,,Yes,60.01,493,493,9/18/2019
494,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,44.58,,No,39.43,494,494,7/8/2019
495,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,44.79,,Yes,45.99,495,495,7/10/2019
496,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,21.72,,Yes,57.8,496,496,10/1/2019
497,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,6.6,,Yes,39.15,497,497,9/2/2019
498,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,8.53,,No,49.72,498,498,12/30/2019
499,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,63.31,,No,59.51,499,499,11/29/2019
500,nulla ut erat id mauris vulputate elementum nullam varius nulla,37.21,,No,39.57,500,500,6/24/2019
501,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,75.98,,Yes,47.13,501,501,6/23/2019
502,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,73.89,,Yes,51.4,502,502,11/20/2019
503,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,14.91,,No,54.89,503,503,11/27/2019
504,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,52.8,,No,61.36,504,504,11/8/2019
505,erat id mauris vulputate elementum nullam varius nulla facilisi cras non,10.36,,No,35.93,505,505,7/6/2019
506,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,63.77,,Yes,52.41,506,506,5/19/2019
507,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,20.14,,Yes,63.29,507,507,7/8/2019
508,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,19.73,,Yes,44.63,508,508,10/2/2019
509,donec vitae nisi nam ultrices libero non mattis pulvinar nulla,64.01,,Yes,53.3,509,509,10/1/2019
510,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,63.62,,Yes,38.13,510,510,6/7/2019
511,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,68.24,,No,53.7,511,511,5/16/2019
512,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,42.34,,Yes,70.62,512,512,8/19/2019
513,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,22.18,,Yes,52.67,513,513,9/21/2019
514,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,21.52,,Yes,41.51,514,514,6/19/2019
515,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,67.64,,No,48.16,515,515,8/18/2019
516,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,39.96,,Yes,42.46,516,516,12/30/2019
517,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,44.44,,Yes,36.78,517,517,10/13/2019
518,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam,38.82,,No,52.53,518,518,9/27/2019
519,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,53.86,,No,52.33,519,519,11/15/2019
520,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,3.38,,Yes,45.33,520,520,7/25/2019
521,gravida sem praesent id massa id nisl venenatis lacinia aenean,29.93,,Yes,60.47,521,521,5/6/2019
522,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,26.67,,No,49.02,522,522,5/12/2019
523,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,53.83,,Yes,58.84,523,523,12/21/2019
524,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,55.78,,No,56.9,524,524,7/17/2019
525,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,52.06,,Yes,44.7,525,525,8/30/2019
526,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,14.26,,Yes,60.81,526,526,11/17/2019
527,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,20.91,,Yes,36.49,527,527,9/18/2019
528,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,76.3,,No,45.51,528,528,5/16/2019
529,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,57.25,,No,40.74,529,529,11/7/2019
530,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,28.99,,No,44.82,530,530,7/22/2019
531,congue eget semper rutrum nulla nunc purus phasellus in felis donec,49.33,,No,42.17,531,531,9/23/2019
532,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,40.39,,No,60.27,532,532,8/1/2019
533,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,23.56,,Yes,56.1,533,533,6/13/2019
534,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet,71.03,,No,57.7,534,534,12/18/2019
535,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,74.41,,Yes,46.78,535,535,10/3/2019
536,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,38.64,,No,60.36,536,536,12/29/2019
537,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc,75.27,,No,57.16,537,537,5/9/2019
538,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,33.01,,No,66.7,538,538,10/9/2019
539,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,32.46,,No,40.11,539,539,5/23/2019
540,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,12.66,,No,54.68,540,540,8/25/2019
541,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,58.51,,Yes,53.78,541,541,6/26/2019
542,eu massa donec dapibus duis at velit eu est congue elementum in hac,31.3,,No,50.78,542,542,6/10/2019
543,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,51.63,,Yes,45.13,543,543,8/23/2019
544,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam,37.89,,Yes,40.03,544,544,5/12/2019
545,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,21.11,,No,48.15,545,545,5/21/2019
546,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,42.81,,No,51.1,546,546,12/14/2019
547,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,24.09,,No,43.05,547,547,7/24/2019
548,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet,5.69,,Yes,42.67,548,548,7/23/2019
549,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,35.83,,No,56.82,549,549,6/23/2019
550,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,61.82,,No,33.66,550,550,5/5/2019
551,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,67.33,,Yes,46.18,551,551,11/21/2019
552,ipsum aliquam non mauris morbi non lectus aliquam sit amet,43.98,,Yes,47.42,552,552,12/5/2019
553,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,63.63,,No,39.1,553,553,10/1/2019
554,accumsan felis ut at dolor quis odio consequat varius integer,29.06,,No,60.86,554,554,12/22/2019
555,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut,6.47,,No,45.35,555,555,7/24/2019
556,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,44.22,,No,49.09,556,556,6/28/2019
557,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,41.65,,No,61.72,557,557,5/24/2019
558,duis at velit eu est congue elementum in hac habitasse platea dictumst,49.75,,No,55.64,558,558,12/18/2019
559,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum,50.33,,No,56.07,559,559,6/30/2019
560,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,0.5,,Yes,53.71,560,560,5/29/2019
561,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,18.87,,No,36.03,561,561,9/13/2019
562,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,57.01,,No,57.85,562,562,12/14/2019
563,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere,29.23,,Yes,48.33,563,563,8/16/2019
564,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,64.06,,Yes,39.44,564,564,10/7/2019
565,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,59.59,,No,65.74,565,565,7/23/2019
566,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,67.89,,Yes,43.24,566,566,5/22/2019
567,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,62.56,,Yes,41.66,567,567,8/23/2019
568,mi integer ac neque duis bibendum morbi non quam nec,8.12,,No,60.18,568,568,5/10/2019
569,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,59.49,,Yes,48.42,569,569,12/17/2019
570,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat,40.59,,No,49.68,570,570,12/23/2019
571,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut,35.7,,Yes,54.71,571,571,8/10/2019
572,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras,29.25,,No,53.18,572,572,10/31/2019
573,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,44.52,,No,39.19,573,573,12/25/2019
574,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,27.34,,Yes,42.75,574,574,8/30/2019
575,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,78.96,,No,52.9,575,575,11/21/2019
576,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec,30.04,,No,45.34,576,576,10/25/2019
577,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,26.41,,Yes,53.24,577,577,5/10/2019
578,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo,9.8,,Yes,50.83,578,578,10/21/2019
579,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,4.33,,Yes,51.8,579,579,8/14/2019
580,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,20.74,,Yes,46.89,580,580,11/16/2019
581,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,41.62,,Yes,41.31,581,581,8/14/2019
582,nullam varius nulla facilisi cras non velit nec nisi vulputate,54.32,,No,60.15,582,582,7/2/2019
583,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,3.92,,Yes,54.87,583,583,6/26/2019
584,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,75.76,,Yes,38.73,584,584,6/10/2019
585,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,0.07,,No,49.6,585,585,12/17/2019
586,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,16.53,,No,20.55,586,586,6/1/2019
587,maecenas tristique est et tempus semper est quam pharetra magna ac consequat,62.97,,Yes,63.59,587,587,6/11/2019
588,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,13.11,,No,30.23,588,588,6/1/2019
589,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,8.89,,Yes,44.7,589,589,11/26/2019
590,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,47.11,,Yes,31.38,590,590,11/1/2019
591,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,64.45,,No,59.1,591,591,6/4/2019
592,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,58.68,,Yes,38.51,592,592,10/8/2019
593,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,59.16,,Yes,33.78,593,593,5/6/2019
594,suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem,8.61,,Yes,37.77,594,594,5/27/2019
595,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea,70.7,,No,40.94,595,595,7/13/2019
596,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,57.23,,Yes,53.89,596,596,8/11/2019
597,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra,3.5,,No,40.69,597,597,6/29/2019
598,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,69.26,,No,34.51,598,598,9/26/2019
599,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,36.89,,Yes,53.89,599,599,11/18/2019
600,porttitor pede justo eu massa donec dapibus duis at velit eu est congue,27.81,,Yes,47.54,600,600,12/29/2019
601,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,73.51,,No,38.02,601,601,10/14/2019
602,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,74.07,,Yes,45.66,602,602,10/17/2019
603,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,8.08,,Yes,47.37,603,603,9/14/2019
604,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,79.38,,No,47.15,604,604,7/12/2019
605,velit id pretium iaculis diam erat fermentum justo nec condimentum,44.76,,Yes,55.38,605,605,7/30/2019
606,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,53.56,,Yes,46.59,606,606,10/6/2019
607,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,37.56,,Yes,43.35,607,607,8/2/2019
608,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,3.72,,No,37.75,608,608,6/5/2019
609,nunc commodo placerat praesent blandit nam nulla integer pede justo,77.59,,No,50.82,609,609,7/18/2019
610,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,53.19,,No,48.1,610,610,10/20/2019
611,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,50.3,,No,50.21,611,611,9/2/2019
612,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,57.89,,No,36.58,612,612,11/17/2019
613,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,68.45,,No,51.51,613,613,6/12/2019
614,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,52.77,,Yes,55.08,614,614,7/4/2019
615,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,71.44,,Yes,48.99,615,615,12/2/2019
616,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,75.18,,No,36.52,616,616,12/19/2019
617,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,65.21,,Yes,42.96,617,617,11/23/2019
618,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,50.61,,No,41.36,618,618,5/15/2019
619,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,28.51,,Yes,42.6,619,619,8/27/2019
620,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,1.44,,No,33.25,620,620,5/30/2019
621,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,48.57,,Yes,42.09,621,621,8/4/2019
622,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,41.18,,No,57.05,622,622,10/21/2019
623,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,46.84,,Yes,54.14,623,623,9/23/2019
