inventory_id,aisle_number,expiry_date,manufactured_date,quantity,row_number,sku,product_id,store_id
472,M,9/9/2019,8/31/2018,93,2,13MPF1tQgqnHBD2AMT8sMFXqG3u9LgEHxs,487,28
473,H,11/11/2019,7/3/2018,48,10,1Nnozb38ANxyehdtFzuET3JMW4Y8ShAd2A,63,7
474,D,7/24/2019,11/21/2018,1,3,1y9bajbD8oJDYpgtEUEFegp4SigBiCoB2,164,97
475,I,8/14/2019,3/4/2019,23,8,1AiwSdNzMK46XPXqRQYxoQ2PDnTJZyM5ZM,655,94
476,I,11/4/2019,12/10/2018,62,1,1DNdyMvwD83ofiKfN5ui7uvZvzePw4dV5G,91,71
477,L,10/23/2019,7/31/2018,64,1,1Lz4bGdKeM3BbyGUQYoKuFiCJfRrKvxKfB,648,89
478,G,10/30/2019,11/11/2018,72,1,1FmV4rac9gBm5gA3uymMDQ6NQ3gHPPhcYP,492,16
479,E,8/25/2019,8/17/2018,69,3,1FFVyeU16g5mNZyZf4P6kpXueJJwv2RUnY,158,43
480,B,6/10/2019,7/19/2018,35,8,142aquxSYJthhgDpL4xaba7nLkSrXeJMEP,500,54
481,F,6/8/2019,7/3/2018,90,3,1FFJT2jNXzwHB3Na89bgpscY5emGhhvFib,679,43
482,E,7/10/2019,10/21/2018,68,10,1Gvj3E7S2vD9xLUebMecSKvwvR2EHYUPVr,448,21
483,J,6/2/2019,7/4/2018,35,7,1Gq9MeDTVFWigin7WUjr6KxCrVxbeAT1s4,589,21
484,I,6/6/2019,5/10/2018,9,5,1PPPWmmMowhy9WrfSQ8W7iXhwe99oaC3qX,474,47
485,I,11/21/2019,11/26/2018,32,5,19qYVS4EBSV4xKCEjxGTs3qXamQjwKmZQL,185,7
486,C,7/19/2019,9/2/2018,2,6,14fn8zZmkkMDnCkq5poy6Y7yxHrMBN8Mbu,189,18
487,F,9/7/2019,4/27/2019,32,4,16hpMn29BSufTtUVCFekPAQrs6EN4WJXMD,866,97
488,G,7/6/2019,8/19/2018,83,6,1MGoKyR9jctWqwA9gYUCJxchhsv4Vgh4Kq,4,33
489,N,8/28/2019,6/27/2018,33,1,16MKNFGrPZMb6NgqtTQp3RVuUeYGQZvio9,754,33
490,I,9/2/2019,11/10/2018,99,4,1H2vxgjG7ymwCfqEYqQCWW3mEoEjYjT3Pv,749,55
491,E,6/14/2019,4/8/2019,2,5,17xbVDDh1bM5QSWffQDPn1sEkFuWFmSv3B,309,90
492,B,9/2/2019,5/30/2018,66,4,1MbKaLSNREku9SZcrpy2sCBGzX6uYGMD92,610,28
493,C,8/24/2019,9/26/2018,78,4,1FNNwDA7yits5LXd5pZDvTVAGSNsFrNkuZ,759,59
494,N,8/21/2019,2/8/2019,18,7,1HeexgxK7f8riT99gaupWmaU9azy4mNCW7,887,16
495,M,7/17/2019,2/2/2019,4,2,1GhqhxU8mgvCg34tTSH9vfq2PjiGJgAxn,90,20
496,C,9/13/2019,11/6/2018,94,10,16wXAuPerbH4GphsLb8fMUCfMSosDUnUtB,714,59
497,H,9/8/2019,11/16/2018,35,1,19WGAjxZFQCbqe7ZsiFgnQzc4Zbxs24vpv,546,39
498,C,6/26/2019,5/18/2018,15,4,1AC4s6hsojcz8bWgYxmjWyAYpa1wHm23ae,296,56
499,N,11/26/2019,8/4/2018,28,7,1EGzJXhBifjAMJJ7SLkkpSeMnTTdbtoo81,999,13
500,N,11/12/2019,2/25/2019,42,10,1AJbqe52neX8CmkgyFgPfVVTLGxP6WHJSp,600,63
501,J,8/18/2019,11/28/2018,83,9,14ESaqZWPoLUEnW7anAmoUyjCqCVn4GQdW,481,39
502,M,7/3/2019,8/3/2018,58,3,166EWFFWFoYvgX1q1aBEYjjv1XAn3HQczv,661,46
503,P,7/24/2019,10/14/2018,66,5,1CBLtqrzCiikmpj6FUqjSmLCBCDtRYsRhp,148,11
504,J,6/10/2019,2/23/2019,69,4,1B3hfN4WLjUYJRsBjCHcHE1g586ofNCHjb,226,87
505,C,6/13/2019,8/6/2018,64,9,1PgzMqq4me2A9fjaiY774H7n5fmNfuAdxQ,699,56
506,M,9/6/2019,6/5/2018,27,7,1QDYxCztVkuEJ2hgXmbZuvi7iAuQ2fSLrN,827,27
507,K,11/21/2019,9/28/2018,53,2,1MTz1pzbP1aVLqTjhohcGQyUqQiLhmry2U,310,46
508,F,8/22/2019,1/17/2019,34,1,1BJSPqLzENnmBdBLMm8rABHRSRHMGWfjSH,515,44
509,K,10/1/2019,6/28/2018,91,8,1DvGY36Wq5TmGtUxATMen7fDYzhuNEFaff,85,89
510,C,9/20/2019,6/13/2018,32,4,1KWC3HYMofVs7BKDJ8Vv4CmxCMdSqSANfc,76,92
511,E,7/15/2019,2/16/2019,55,10,18a5NAm11VHBR2cxw9jCoMUZyRFgBepbhR,239,86
512,B,10/19/2019,6/28/2018,81,3,1CGWEVY57YGpwSRhVxybbw4tpThoxgTSPX,948,1
513,O,10/26/2019,3/9/2019,51,6,1CwFP6JcoAT5b7ZwJtHXkwLKGxbW4RN3YB,64,60
514,I,9/21/2019,4/15/2019,99,3,1F6G24wb6J3mzZqooEnmAPCThoJ4PNE6FY,300,59
515,F,6/12/2019,2/7/2019,20,2,18BkVjJny62ZbPuYGb29uiz5ynbT7LTj8b,296,3
516,E,9/17/2019,3/1/2019,39,5,1LxSk3Lw8o9bG6WFjnAm3pkHxvEWj8VZ8Q,321,62
517,F,11/17/2019,2/17/2019,98,5,17uvcs7rnHaDRYxxUvSAuWnDvmf9Ucjo38,140,37
518,N,7/17/2019,8/17/2018,96,1,1DD6sFJ3rUXTLEx7gv5xCKyWpf2zS9a8A4,993,86
519,F,11/5/2019,12/9/2018,5,8,1ntT5M8MXf1KnXy4EJ2neKiRL8wFWGHEU,453,36
520,L,10/25/2019,12/19/2018,90,8,15fbifxf45XTHz7GJbkVVZAdhCnNvWYPqp,626,27
521,C,8/27/2019,5/11/2018,72,3,141P7Rd48c5n7Cvd9XsmCqzPxrJogtei1c,292,29
522,E,7/21/2019,4/12/2019,39,7,1AEFuJCLsNwWohSGTsmweaJmwojzXyTuhu,671,77
523,D,6/23/2019,4/18/2019,13,10,12vTpN8U6D6njN32YvL5DaDBjgYrS23ZDj,874,27
524,C,7/20/2019,7/14/2018,81,8,12p7Ssg37GhTMEkZw4Fpf7Vow6UBLxrFGE,121,14
525,I,9/10/2019,11/28/2018,54,6,1GohDbnnaPEvR6LsA7ZyhSFx4BfTWg68r6,884,6
526,B,9/24/2019,7/10/2018,51,8,1Q5XKnEiXwm5x9mY4AzgmDMXX5uV3u6L9q,95,55
527,M,6/15/2019,12/1/2018,59,4,1NBBDfeoqsyETsiS47fNXzvzVjx18EZKPe,647,55
528,C,8/13/2019,3/14/2019,98,3,1NJA92BWyXpmoRNw2Qg25VdeUaoinhkfkd,261,52
529,K,10/20/2019,10/26/2018,79,1,1DxLuqSFtTycexqhvd6ZGwhyFGoZ4z7ksN,929,40
530,C,8/1/2019,4/27/2019,79,9,12xFpMFV8p35qob3fnb84FTG3ipEtogWkr,789,81
531,M,9/16/2019,4/11/2019,40,2,1P8gCF5G14AkFnykyhKBYZQJLAMfEgt63M,181,21
532,P,6/21/2019,7/20/2018,77,10,1KMbpPBcx77xnMmtRe2EbZcHAEdKSNbjVv,89,41
533,F,8/4/2019,7/26/2018,88,6,1QCXknko4FeSomFPTzC4HK6DBSz4KoZNB9,433,60
534,B,8/17/2019,2/5/2019,80,6,1AYAqt5nsBibT1DYrRsJf2nG9UgVFAf8vW,70,14
535,D,7/4/2019,4/2/2019,100,9,1955mprkfg4gqbqf1MJ4RuEGvRbnqUzJbK,305,14
536,D,8/29/2019,3/6/2019,29,6,152EYTdTLVft1EPV9kJq5WLv7BnZ3cnXdn,252,32
537,O,10/24/2019,5/20/2018,85,8,1CNK6XXk6U4Zsq1d12uwgAU4EJcb8ECUCP,963,9
538,K,11/13/2019,11/23/2018,31,2,134YEBU3wSKEjuF4N2nrQCCS7HDuDEXDjE,643,15
539,M,6/18/2019,11/15/2018,81,9,19qib6Grbw7AkjB25Guu6C297wYceP8EKL,826,25
540,O,9/2/2019,4/23/2019,91,3,1LeYxJLiZB9xSNgG2Ef6a76CJb4QnCvrVm,338,83
541,F,9/14/2019,5/9/2018,85,6,13Vtnq9dtHEEWQAdcF2RrcUbEXCvE8Zmpk,348,46
542,P,7/2/2019,6/21/2018,49,4,17o264RC4mWxQJeFWirMjXdiUaAAZ3XXxJ,88,31
543,L,6/29/2019,4/20/2019,25,3,1JFFcvkkXVMudVtcjUkPt7jXQHMvn6t6d9,198,65
544,L,9/23/2019,12/19/2018,62,2,1JAbiHuGm9uC5Vr8a5jQgMMLPiMkiLnQUb,313,48
545,K,10/15/2019,5/3/2018,53,4,147esJXT2NT4C5W7nuBaKh5j28aXYYtZ3d,637,1
546,M,10/21/2019,1/30/2019,91,6,1Bvy9SkVocMWdd5jfSc9vQBGbyrsBfr4B5,957,63
547,L,7/3/2019,5/24/2018,23,4,1LHjEM4C2p8QeqEVuP3rsVAuj6zQXiC2fA,817,58
548,I,8/28/2019,4/21/2019,85,10,1FQTvUu2Yhk7on9NqjWoz8oHRaNSu1rHFH,860,53
549,D,10/24/2019,6/5/2018,67,3,1Jd3f1x4Eq1dYsZHLqyp7z8YZ737W4q7aJ,102,81
550,G,7/5/2019,11/17/2018,58,9,13neF5omxDssYwGAwXxZDHD61qwLn4Trma,784,76
551,F,10/18/2019,7/25/2018,71,3,162jsoVZeq8S2JFRKQSU764vprK4zhHtWM,474,89
552,K,10/19/2019,11/14/2018,28,10,17re9ZGEV4TEjJMZPdHVSY5mY9dqpwNkQ7,792,99
553,K,6/18/2019,2/25/2019,60,6,1HAj2Af7BuWEHuqjRUZFxqHqbnz5WxbcqK,401,67
554,E,7/6/2019,5/1/2019,54,2,1E7kb91LeXT84CkMHMvYF7sBd6TRvhzUFB,842,36
555,C,8/6/2019,6/20/2018,29,8,1DwjiF7pLaDC3sUxcCxjhJ7yZLUdU4brsU,215,19
556,N,8/13/2019,12/10/2018,18,6,1KZdPpjyu2BeQRpXGa1cviFUWQv7c35QTn,301,4
557,H,8/26/2019,6/30/2018,21,9,1BxS67iWpoXb8YtPaBuLvaJqKz8NpD2far,507,7
558,O,7/22/2019,5/29/2018,28,8,1MKo4vCnfjQ7FFbx7Mhk1ggWdCVjKioYeb,552,48
559,B,7/20/2019,8/3/2018,37,5,1GFnxsUUgWFp4kJ2KZFNHc7qMDDMGTNP3J,350,3
560,E,6/20/2019,10/2/2018,30,5,1KuisWkwQyD8dj7xmPnWYRLCmRKcTQtBr3,252,56
561,J,7/6/2019,9/9/2018,28,4,131aZwZ472Lr2cWShc6x5preZXyvkMA6Ft,142,16
562,F,10/13/2019,11/20/2018,32,9,1BFL1MckeJYgsyX1qu9hSANDXqXJfcbRNd,532,49
563,K,10/29/2019,12/1/2018,30,9,1FtBUpuN8P5VZLTeDTxzmRsJPrixUKX5E3,738,13
564,K,6/16/2019,11/8/2018,1,1,1GSjezBew3mCVLbLqnK4jXmZr3X53AKXaH,71,15
565,M,9/10/2019,11/17/2018,93,5,1LC9ozrzXtRCWzYAfNuo3Jn8oYBhvTPWvg,117,27
566,J,6/22/2019,8/16/2018,42,9,13NuqVwDHEpZFTyDga8y6ugPkqKsBHEjJz,860,4
567,H,8/17/2019,9/21/2018,97,7,12LiRR4HBHqezSfwwSxbux7LdBnEu1WQPk,585,31
568,B,8/31/2019,5/7/2018,25,7,1KXj4FXcbztHy7iv8LJ7LKjiNNbhQCE9Ty,913,89
569,C,11/7/2019,6/30/2018,14,2,19d7hfur3yzgzELSvyxBuAaEf4T7p8DNXC,523,73
570,P,11/26/2019,7/24/2018,8,10,1ZTUeJnffay16yopABfSXo354r1BHs4Vv,236,67
571,K,6/8/2019,4/3/2019,94,8,1AxfMzSDPuaRjzbscBEKDwP2KsYmRXjaG6,205,15
572,H,11/11/2019,3/10/2019,43,4,13o45HsU424ejjgjupHQWLDUnbvhb2hLpX,569,4
573,P,11/5/2019,1/19/2019,66,7,1Hyyq4o4se5DkbZ1ThR5jYch7GX2VMthNZ,707,83
574,G,11/26/2019,10/28/2018,94,2,14gMSTg1BoLosN23V35zCVbYj9WvNjfFCt,746,70
575,K,10/6/2019,7/31/2018,31,8,1F3G9YNqYTWHPK3u2TuXHsJLatd8kFh13b,156,12
576,I,8/27/2019,1/22/2019,63,5,1FGZzCtaDisjsKRRYypPVU3ARZTh6HKGKX,712,91
577,I,9/10/2019,2/8/2019,79,1,1JNhKvKpsYTPmpMUjXkamhwV2EK1bEkTpN,7,85
578,D,8/13/2019,11/23/2018,72,7,16No4bdWuoj3EWx44GGkh2Q1EjcNkZy9av,973,48
579,E,11/28/2019,2/24/2019,48,8,1AA3wCenWwVbLvY27aiJ5wHc8HzxaX6LUV,909,64
580,I,11/22/2019,7/10/2018,19,6,1HPk36ohrGfNZLH84q3rgswmUeGBfWupxg,384,87
581,E,11/4/2019,7/26/2018,6,2,146Yiuu5gFFzS9VcWfjyZXBJGfnqZoMp87,796,63
582,E,6/17/2019,8/14/2018,42,5,1E5ozgyRH7TFtspfNginy9WFVD7cUCY2sx,279,100
583,H,7/15/2019,11/10/2018,93,10,13U8GXPeL52mXkXTGq4V1XkRtu8ESRGuEs,499,56
584,B,8/7/2019,10/21/2018,9,2,1NeTt9FSVN2oLDUyzbZRJLLZvfG7v7Zdo,691,18
585,E,11/1/2019,6/4/2018,36,4,1DgK17imitWodTSAaccr25eGJ6iiXmPjo9,775,75
586,J,9/13/2019,11/20/2018,13,9,1JvZWRfSxx1sogsM5UEUQSi24Uvdy5LFw,450,39
587,I,7/6/2019,10/30/2018,90,1,1BHH84h4VvDptDXJBe91w5U5xxiuPLeBSf,783,4
588,I,7/30/2019,3/14/2019,22,1,1K7H6RTt91JsGsQ8g7dWeBjKBTvk4Z3Dxy,718,11
589,N,10/25/2019,1/14/2019,2,6,1HZwnaLiM2puBzBGX5qgNLoM52Cbfgv9gP,262,77
590,L,6/27/2019,1/24/2019,43,10,1HxMemmN8kpNywzqm4Gx1ZF8Go1fba4JED,876,8
591,P,6/24/2019,10/20/2018,85,10,12oN8ZNaaeiiBL8Bokp7SkwTXiMq13eWPV,105,22
592,O,10/23/2019,9/24/2018,54,8,1As8m2MwZsHUnLVzF1T5K2XVXD7xfz33VA,42,56
593,B,8/12/2019,9/5/2018,34,4,1DVE11ovUYidkniVFaMJ7j7ULqL2U5f38V,706,25
594,J,8/4/2019,8/18/2018,46,5,15jmLPRQbbDmezkGNFZi43zZGbMioGZK9w,187,25
595,I,6/23/2019,7/8/2018,34,7,1HbspRyZJbsWkag7oiLw4nR31iWBqrTegL,475,51
596,G,11/1/2019,3/8/2019,63,3,1ECRSaBaN2jEvpaNqLGY6rZhmsRzPn8b9a,338,26
597,A,11/15/2019,1/17/2019,9,5,1DGZ3oQUhPsfe4mad1UVEHmbHhyabHCySg,938,7
598,L,7/11/2019,9/1/2018,68,7,12FtUqfTZ9kpJdG4VfmKPQhN1go4Bw3Rvr,861,11
599,M,7/9/2019,7/25/2018,94,1,1KPWXpXmQTBuxMpxE7iZPBe4x1DqjE2EUq,854,76
600,C,11/27/2019,2/28/2019,51,5,15i3T6EHNaUbaV69TeTEPWapa3bjH28rua,853,83
601,G,7/5/2019,9/1/2018,27,6,1Q2TWE3FM6qoZLKuLmZeVzsTR4WNegBF4L,655,51
602,M,9/29/2019,11/4/2018,41,8,1EAzDjv4ct8nJcCfssuuCnTEeKk9ZcuyBZ,610,53
603,P,7/27/2019,2/10/2019,75,7,15fhnc2Y2JAFRkdi42X5wZFhP7KhV7sEgS,948,4
604,C,8/9/2019,2/22/2019,21,10,1JLk6wLRkE6w8JPtfi5rjexRcw8Na4GVdG,883,30
605,G,11/5/2019,5/4/2018,100,8,14FjSwHrXYd32Kr3Cyavs4y2NuHgv5HKv8,329,85
606,L,8/17/2019,7/3/2018,69,9,15TAU8Lvur72bXiXe9pisPFEspcg7yFiHS,728,64
607,F,8/10/2019,5/2/2018,94,9,176hutx4DbAf1tC7zKPzGpWrwKNhwS7m3r,604,49
608,N,9/16/2019,8/19/2018,12,2,182QV345VNeiHFzkaQsXzwhJ1XYMoF43w9,753,87
609,L,7/27/2019,4/11/2019,3,9,15B7qz8Mmdfrk83UZmjk51UWFECUSbVQnf,283,48
610,L,8/25/2019,9/26/2018,80,6,13neEkAcWPnum8vRpawScKugb78a2eRmPG,538,46
611,B,10/31/2019,3/7/2019,63,9,18g1t7yYW43nWZwSEv9SxXB2q8KCnggv5p,751,88
612,E,8/2/2019,4/12/2019,27,4,1KqF3b4vP9Q3BDdrHxRqDe3Y6zWyT8Cp1N,136,52
613,D,6/22/2019,1/6/2019,59,7,1FQEB1DKfDV8wNYxd11Jn46iKffgwZvKmv,588,56
614,A,10/25/2019,8/21/2018,73,1,1MrS2P6GBnmBoMByi6q8bk34sYzcDXRT8C,998,1
615,M,7/11/2019,2/19/2019,84,10,1PYvWBFL3vMzfE1gSiJK4Z5NDUsMt7EmMh,47,62
616,E,8/1/2019,6/20/2018,28,4,1AJPcWfPYDNAXdk9ErC45UGZ8UwN5ayP44,959,85
617,I,11/25/2019,4/13/2019,50,7,19kfxt7VitVPi1EuMC7X15kcrc9RCgySto,38,65
618,J,10/12/2019,7/12/2018,58,6,14UaQGFjYaY8wyrUPsFGoz3hTj6Q8qdv5V,329,27
619,N,6/14/2019,2/24/2019,18,7,1NXXVNJWQXuBK4pwDJ4PE4bbPbygVX2F1H,823,89
620,L,8/28/2019,8/8/2018,85,2,1MwVigB6abp2RMdzDPMuo7iAwjxswh8TVu,741,48
621,E,7/10/2019,1/23/2019,48,9,15YBv1PXzPEP4731dTm5L6bvWaHjc3QRps,535,60
622,L,9/23/2019,12/19/2018,93,10,1AzfYubqhobPzfYvFnfG7qNrrHsmUAk2R9,496,85
623,B,8/23/2019,10/2/2018,30,10,15wgCwpiKSHxxiXzfu5QFt59crykcenZh3,284,53
624,J,10/29/2019,7/8/2018,74,1,1FkvHpzXcuqHVSZj7zy3D5w8NRoftWyKEp,696,8
625,G,6/5/2019,5/21/2018,59,8,1CSLbTvzF3zZLaHisMbebHbkZXPuzKnRAx,710,47
626,K,8/18/2019,8/4/2018,23,2,19Ra7asG6httRo3vEG85uqeWvG6XFx6J6b,299,48
627,H,10/13/2019,9/2/2018,22,2,1MkPQ3ZtV42LC8h4j1pxeuiDdsJrt6yt9k,786,32
628,O,7/1/2019,1/6/2019,92,5,1AbHXTXTXknEv2nySaNeM53vyn3ogLTti7,437,13
629,N,10/2/2019,2/9/2019,25,4,1JzYYrtjQZd3FMk7a7dwqwfC6vsEf1gC9E,26,7
630,N,10/6/2019,3/8/2019,23,4,17wXM3yCV16GZd4nv5vxndBK2QpRgLZuic,943,65
631,C,8/13/2019,1/4/2019,66,5,191rJsWZ2MasaA96f86srCzLHLtTAYw6UY,762,52
632,A,6/28/2019,3/31/2019,13,8,1N67d3b6a3QvufMn7exTWR8jdTwzXMtvaQ,963,7
633,L,6/15/2019,3/6/2019,27,4,1F5j8Nw59rfdF2iKPj5MMrL1EeQ4VrtCzE,938,42
634,J,8/1/2019,9/25/2018,75,1,1P87DKAHUmGGSurkuA5vAhU6NLwNQFwAMo,213,80
635,J,9/4/2019,7/5/2018,92,6,1NsgkLaoc9feNRw4qEq85xYt6MEdULw8GH,79,84
636,K,7/5/2019,4/22/2019,8,6,1J1tZB8oGrP5tqxcbnzM1Tp6Urk8ZKXiei,760,16
637,K,11/7/2019,8/12/2018,40,5,1FH9pXGFNm9HTifxxnsJkFQt27vfj7U4Ne,991,42
638,K,7/27/2019,11/15/2018,27,4,13865bUVcrZHYHZhqdMHoSqhnguXxcmB2f,481,48
639,B,10/28/2019,3/30/2019,84,9,1G3MnWVpZZiJggGp7PGVBLVJzmyZGwrxYv,447,28
640,B,7/29/2019,3/1/2019,63,4,1Fmv9RKAFLCVQykkGSMgHQPYd7RSkhHxhB,192,60
641,B,9/27/2019,4/26/2019,49,9,1PKckGDbBPwaqepQuub96zCBs4VYoeEQAK,585,26
642,O,10/14/2019,6/2/2018,3,5,1Kzn3vTEfnoRazXmhUT2wgBqrgDKfNBwc,21,67
643,F,7/28/2019,4/24/2019,69,5,1FFuKqofSPwGV92erdtXjNA4y4a5yDw3Hn,504,51
644,I,9/26/2019,12/10/2018,41,5,15Wj183DSZVRBYdoeZcpVq3Qhqsdfeg1c1,487,3
645,L,11/16/2019,7/13/2018,60,5,1MiaHsRhD9Fj2QLDAxmifpuqGuuuRN2oEQ,710,12
646,N,11/9/2019,3/16/2019,15,10,1AaZseGQdafUhjHW4eF7fm4QVSTDSgRMTh,240,47
647,L,7/1/2019,7/25/2018,25,4,1KMQ5h8ZDASEJWmi5BTkLc9xUx4H5tFSEA,8,66
648,K,8/13/2019,9/14/2018,68,3,1PB4v9BVA6uJULjYiXZ1qG9d1MQXWLoXkb,853,42
649,D,10/30/2019,7/18/2018,55,5,181rSdFB5in8CkoYNk5LvB7nvtpgSXrBpT,995,90
650,N,10/31/2019,1/15/2019,82,6,17WSmev2BVvSFA43rAdwJNq9eCA6QHHRAQ,793,37
651,F,8/3/2019,3/18/2019,68,9,19dVuZXPGcQYahyDEK3nSefP9vdspt83XP,755,87
652,O,7/27/2019,2/14/2019,74,10,13fRKizWXHXwLYR2EMi6pn3j5pFke1Y4WV,772,22
653,L,11/28/2019,5/22/2018,46,5,1DSDG3dcyYGkjA2SKZ2eRH7tv2xufyt8h2,258,42
654,J,10/19/2019,9/25/2018,77,1,1BwSHqJQ6z54CeXaznMs2m7YiKRyg2SeLZ,751,99
655,O,11/7/2019,12/6/2018,19,5,1Ppv8RCadKtohbfMgRAPdKDfXkiRwTfWMB,604,65
656,G,11/12/2019,7/23/2018,8,3,1AWVNpAogqkRYaRRgKHD4rr29fFN2nFrwX,153,22
657,J,9/16/2019,3/19/2019,78,4,1MX9KZYBCiyHRXa8pvYMfhHLMnxr2qBwFh,759,30
658,L,8/1/2019,10/8/2018,30,5,1PfS1NChqFVx5aUJNHTwSRDgYrfGbQgUw1,636,72
659,E,11/1/2019,10/26/2018,64,10,1L2ADcJZUCCyMp1cWS6TwKuRM6j9BrbHe7,291,43
660,L,10/2/2019,5/18/2018,57,6,1PdRPghcbUqcpHHnXbAE4WQxFCmWYyu216,520,90
661,L,6/30/2019,3/9/2019,47,7,18Bu7Hxc8DdotafyvYXK12VYPvB6GuprWV,901,35
662,J,8/4/2019,11/3/2018,31,7,14g3V7YwknGda7nVqTNSYMC7ypGYHgjyAD,510,43
663,F,10/8/2019,8/25/2018,4,1,1Jk8D6QpNERPdFpXis8m5WkCGvLCuGZZt2,627,61
664,E,10/11/2019,9/5/2018,67,5,1FJDwRHWUcXPoQwNyybpqUjQw5BUq1bzQk,283,26
665,F,6/29/2019,7/25/2018,92,6,1PALgMVtnQ3MCdHbPEKGQioyXEA9QQqE2z,171,37
666,E,10/3/2019,10/28/2018,28,10,1C5p8CLk5nz2dHcd98H4SN2ZgwRuwHAzx9,331,41
667,C,7/20/2019,11/21/2018,24,6,1KKD14qPkoHp9g95SpbZBzMvGZsRnMSJ93,292,24
668,G,6/14/2019,6/3/2018,52,5,1Cxk1fLp4RGTCDTWYz2YogH2b5A6jXLssr,943,66
669,K,8/3/2019,8/26/2018,96,3,1LPcp62gcPKQGFyCvnjorjyULPZ3FTa8im,704,42
670,N,6/28/2019,4/5/2019,38,4,1PPnevCLLQHdqSaxrmtaVq9ZMvngpsbxHo,694,71
671,F,10/23/2019,12/1/2018,40,8,19P9LunKYWtJZpmg7SPDoXmMzHYMHq8n9d,227,72
672,E,10/2/2019,11/29/2018,99,7,1EfRsnp9esoD3pQz3LwPRQFb8P3Ptz2XXL,305,59
673,I,11/12/2019,3/21/2019,22,2,13xvpiZKBH8wMaoicw4bakav3xsyaJvmb5,842,8
674,H,6/14/2019,3/4/2019,31,5,1MrjZ7WSkfHaFJgPMPzwzgSb2BY2BVK7pE,439,48
675,M,6/11/2019,4/26/2019,89,3,1JxVUruTannzaNthfaTiHD2s3oqxA6izQ3,447,29
676,E,9/18/2019,10/30/2018,7,6,15mjgjn67M87ay94hdhHQ1fhNjQa8F1dhM,763,90
677,N,9/23/2019,8/7/2018,89,1,1GnqWWxQRoBVeZKghuE2KKAJhPWxsFGHP9,215,92
678,D,9/8/2019,1/12/2019,80,5,1BVatcMv8SjpWH2eUBRWWjif7sCugfdcSK,486,82
679,H,9/10/2019,8/20/2018,15,7,12Qno7jqHLwmBySQ3PGjwpaYF93EAUWZwn,665,29
680,E,11/27/2019,12/3/2018,93,2,1JKf87A8ZCyVXkePoCmKz8dCjhPcfpiCqz,791,45
681,B,8/26/2019,9/1/2018,60,1,19DdvpdYtxcVDyEJxjRDLYTZKeANvbdGV5,874,77
682,O,6/6/2019,12/28/2018,57,8,18cySRzxmkkK9Ro6yq6wdmmAe1UqvZJjY1,664,53
683,O,8/29/2019,11/2/2018,78,5,1KBqo9rZB9aoAK94Yqau2yQqDMh4TJQiLQ,625,72
684,O,7/9/2019,6/10/2018,62,4,18p5kgDJNtWEZvZ3YtnW6AqhjGFiQGNwqx,416,36
685,L,6/16/2019,1/4/2019,60,9,1DaKZd6ThuASnKp5ERddqJwwTeWaMe7c8J,912,85
686,M,7/14/2019,10/22/2018,24,7,1Q6mVhFZkky1no8RgJEaSfSApSP8c8i4GH,688,17
687,I,10/28/2019,12/8/2018,49,8,19EsqoEC2KD8RuXe9oSmFSussFvhAs7Kj5,97,94
688,F,7/26/2019,8/31/2018,52,2,17mkr62HBFpxiQyFtemg4RypQb5YwBbYtN,644,79
689,K,7/21/2019,8/25/2018,17,1,1K1RbF7aVMBKcP9djjJtNwu8p5tLqhcarb,172,31
690,F,10/31/2019,5/3/2018,83,5,1JRafneqJxzo6aPSvLBWqNeGtfS8tNEvc9,418,90
691,H,9/27/2019,2/15/2019,53,1,1BgvF3BcEdPPWgKKrYLgxYZ17nDW4nWSiB,842,80
692,K,7/27/2019,5/31/2018,95,5,1CqNHavMu76SibkE6WcpUYTLLaEMQWiEYN,536,79
693,D,11/10/2019,1/2/2019,73,5,1JosyysJuJ6amcrmneTUJJ8FEacGXUpmHU,1000,34
694,P,11/8/2019,7/1/2018,10,10,1BcRvxdFVw7mWt92736HUXVhZJ18BMvj6T,931,78
695,D,10/31/2019,5/16/2018,93,5,18dCgzXXbU7Dv5czSCpGC7hLXiz53zmDf9,369,56
696,O,9/10/2019,8/21/2018,71,5,1Di88DwNs1YZogsMtx39TDebBbtm68EB6w,647,48
697,N,7/14/2019,1/8/2019,84,8,1Kfjc6eCENrjEk8bziAjrYwQJkK3YR1cRe,650,10
698,C,10/5/2019,12/21/2018,63,8,1CXPp2cEjC9XWQXkLAXKjbj9P5sAV2Ram3,221,5
699,F,10/7/2019,5/30/2018,2,3,19SaZn7HfU6wWnb3kKXfKBe2kApvUNj86A,498,84
700,M,9/27/2019,10/16/2018,88,7,198o8LCMsNnQ95TVadChfP49wFRmuPuXvz,332,75
701,M,11/5/2019,12/20/2018,50,6,18J9dUijjhMbW63EN7aMUkHVw6sYCRLEK,939,3
702,H,9/19/2019,12/14/2018,76,6,1GUSZ8xXkhZHV84NLPrffv9YnsrKHWdQ6g,419,60
703,J,9/16/2019,12/5/2018,32,1,19V6HfKrhrNYJjymyTG5GQpEZtFKa7hGoF,309,55
704,O,8/12/2019,5/25/2018,91,6,1Hw1oArhTS1C3TFRfH8iVvBkmQqsgEnUnz,581,3
705,K,8/15/2019,8/21/2018,72,9,1Ez2Ao5tu2xYznrWNZdpURA6wMKhZCvgfu,56,43
706,F,6/20/2019,2/8/2019,69,8,1HrXT77AePm5vsyYW7jFkxfUAYtAurE9zq,104,48
